page,rownum,result_1_to_50,resultpage_URI,votes,answers,title,question,tags,reputation,badges,views,age,link,link_source,link_title
webpage/url:http://stackoverflow.com/questions/tagged/r?page=96&sort=newest&pagesize=50|,127,2,http://stackoverflow.com/questions/tagged/r?page=96&sort=newest&pagesize=50,0,2,Append values to vector by for loop not working,Basically I want to take elements in vector k but not in vector l and append them to vector h. Here is my code using for loop: k=c(123589) l=c(35757964) h=c() for (i in k) { if (!(i ...,r; loops; for-loop; append,3,3,34,Nov 16 '14 at 23:52,http://stackoverflow.com/questions/26963493/append-values-to-vector-by-for-loop-not-working,/questions/26963493/append-values-to-vector-by-for-loop-not-working,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1400&sort=newest&pagesize=50|,177,2,http://stackoverflow.com/questions/tagged/r?page=1400&sort=newest&pagesize=50,8,1,Can I compile my R package in bytecode?,Can I compile my R package in bytecode? I have an R package and I want to compile it with R CMD INSTALL --build mypackage.tar.gz but I want the R code to be compiled into bytecode. Is this ...,r; packages,536,1; 5; 14,746,Nov 2 '11 at 6:30,http://stackoverflow.com/questions/7976575/can-i-compile-my-r-package-in-bytecode,/questions/7976575/can-i-compile-my-r-package-in-bytecode,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1&sort=newest&pagesize=50|,227,2,http://stackoverflow.com/questions/tagged/r?page=1&sort=newest&pagesize=50,0,0,Optimize nonlinear model fit,I would like to find the best parameters to fit a curve to my data and I feel like I have everything set up pretty well but when I run my optimization function I just get back the starting ...,r,251,2; 16,5,5 mins ago,http://stackoverflow.com/questions/27844988/optimize-nonlinear-model-fit,/questions/27844988/optimize-nonlinear-model-fit,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=3&sort=newest&pagesize=50|,277,2,http://stackoverflow.com/questions/tagged/r?page=3&sort=newest&pagesize=50,0,0,BINARY or ANOVA test in R [migrated],I'm confused on what test to use for an experiment I have conducted over the past months. Let me give you some context: I ran a germination experiment sowed 900 seeds total in trays of 40 in a ...,r; testing; binary; anova; significance,3,1,18,19 hours ago,http://stackoverflow.com/questions/27828205/binary-or-anova-test-in-r,/questions/27828205/binary-or-anova-test-in-r,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1500&sort=newest&pagesize=50|,327,2,http://stackoverflow.com/questions/tagged/r?page=1500&sort=newest&pagesize=50,5,2,Adjusting the relative space of facets (without regard to coordinate space),I have a primary graph and some secondary information that I want to facet in another graph below it. Facetting works great except I do not know how to control the relative space used by one facet ...,r; ggplot2,275,1; 13,290,Nov 17 '10 at 15:10,http://stackoverflow.com/questions/4205764/adjusting-the-relative-space-of-facets-without-regard-to-coordinate-space,/questions/4205764/adjusting-the-relative-space-of-facets-without-regard-to-coordinate-space,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=9&sort=newest&pagesize=50|,377,2,http://stackoverflow.com/questions/tagged/r?page=9&sort=newest&pagesize=50,-1,0,Evaluation Function for Genetic Algorithm in R,I am trying to implement Genetic Algorithm based on the request to fill 500 ask based on the inventory. Algorithm should pick optimized combinations based on the rank (low rank inventory should be ...,r; optimization; genetic-algorithm,153,10,31,Jan 4 at 23:06,http://stackoverflow.com/questions/27771355/evaluation-function-for-genetic-algorithm-in-r,/questions/27771355/evaluation-function-for-genetic-algorithm-in-r,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=97&sort=newest&pagesize=50|,427,2,http://stackoverflow.com/questions/tagged/r?page=97&sort=newest&pagesize=50,2,0,How to tell whether the given file was saved by `saveRDS` or by `save` without loading it?,I work in an environment where we heavily depend on Excel to do the statistical job. We have our own Excel workbooks that create reports charts and compute the models. But sometimes the Excel is not ...,r,781,1; 5; 17,51,Nov 16 '14 at 11:10,http://stackoverflow.com/questions/26956275/how-to-tell-whether-the-given-file-was-saved-by-saverds-or-by-save-without-l,/questions/26956275/how-to-tell-whether-the-given-file-was-saved-by-saverds-or-by-save-without-l,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=60&sort=newest&pagesize=50|,477,2,http://stackoverflow.com/questions/tagged/r?page=60&sort=newest&pagesize=50,0,1,SQL to RGui | Character Encoding Issue,After running a query and saving the results to a .txt file when I open that txt file by double clicking on it everything is OK there is no issue with Turkish characters. Like this: TR?KO ...,sql-server; r; character-encoding; turkish,1,1,22,Dec 3 '14 at 18:31,http://stackoverflow.com/questions/27279065/sql-to-rgui-character-encoding-issue,/questions/27279065/sql-to-rgui-character-encoding-issue,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=94&sort=newest&pagesize=50|,527,2,http://stackoverflow.com/questions/tagged/r?page=94&sort=newest&pagesize=50,1,2,R : count similar numbers in two vectors,shared_numbers<- function(x y){ shared_numbers=0 for(r in 1:5) { for(c in 1:5) { if (x[c]==result[r]){shared_numbers = shared_numbers+1} } } return(shared_numbers) } ...,r; function,73,7,42,Nov 15 '14 at 17:53,http://stackoverflow.com/questions/26948880/r-count-similar-numbers-in-two-vectors,/questions/26948880/r-count-similar-numbers-in-two-vectors,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1200&sort=newest&pagesize=50|,577,2,http://stackoverflow.com/questions/tagged/r?page=1200&sort=newest&pagesize=50,3,3,File.choose() when outputting data?,I want to use the same script to process data in many text files that are stored in different places and then to save the output to another unique location without having to amend my script each ...,r,18,2,328,Oct 10 '12 at 11:04,http://stackoverflow.com/questions/12817853/file-choose-when-outputting-data,/questions/12817853/file-choose-when-outputting-data,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=20&sort=newest&pagesize=50|,627,2,http://stackoverflow.com/questions/tagged/r?page=20&sort=newest&pagesize=50,0,0,How to accelerate data model training / evaluation?,I used caret::train to train 11 models from a data set with 32000 obs and 250 variables. I'm using R on a Linux box. The software has slowed down tremendously. I stored all the models in a list ...,r; performance; ram,627,3; 9,67,Dec 25 '14 at 0:23,http://stackoverflow.com/questions/27643305/how-to-accelerate-data-model-training-evaluation,/questions/27643305/how-to-accelerate-data-model-training-evaluation,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=800&sort=newest&pagesize=50|,677,2,http://stackoverflow.com/questions/tagged/r?page=800&sort=newest&pagesize=50,-1,1,submatrix with unique colname,I have very big matrix. most of the columns have same names. I just want to get a submatrix from my original matrix such that the number of the rows is the same as original one but for the columns ...,r,302,2; 12,38,Oct 4 '13 at 12:57,http://stackoverflow.com/questions/19181787/submatrix-with-unique-colname,/questions/19181787/submatrix-with-unique-colname,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=7&sort=newest&pagesize=50|,727,2,http://stackoverflow.com/questions/tagged/r?page=7&sort=newest&pagesize=50,0,1,R: Sink not working correctly,I have an issue with the fourth from last line in the code below (sorry for large amounts of code I am unsure of how much is necessary) library(mlogit) library(foreign) clogit <- ...,r; sink,3,3,25,2 days ago,http://stackoverflow.com/questions/27789311/r-sink-not-working-correctly,/questions/27789311/r-sink-not-working-correctly,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1000&sort=newest&pagesize=50|,777,2,http://stackoverflow.com/questions/tagged/r?page=1000&sort=newest&pagesize=50,0,0,R maximum likelihood algorithm,I have to build a maximum likelihood estimator from scratch no built-in mle function allowed. I am maximizing a random variable but not w.r.t. the mean or the variance I have another parameter (the ...,r; time-series,11,3,206,Apr 23 '13 at 14:00,http://stackoverflow.com/questions/16171361/r-maximum-likelihood-algorithm,/questions/16171361/r-maximum-likelihood-algorithm,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=93&sort=newest&pagesize=50|,827,2,http://stackoverflow.com/questions/tagged/r?page=93&sort=newest&pagesize=50,0,1,outer function in R,y <- matrix(c(123456789)33) p <- 3 oldgamma <- as.matrix(rep(13)) func1 <- function(i j y oldgamma) { return(y[ij]/(oldgamma[i] + oldgamma[j])) } func1 <- ...,r,9,2,34,Nov 18 '14 at 5:50,http://stackoverflow.com/questions/26987526/outer-function-in-r,/questions/26987526/outer-function-in-r,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1100&sort=newest&pagesize=50|,877,2,http://stackoverflow.com/questions/tagged/r?page=1100&sort=newest&pagesize=50,4,1,How to use 'facet' to create multiple density plot in GGPLOT,I have the following data created on the fly: > df <- data.frame( cbind(rnorm(200)rnorm(200 mean=.8)rnorm(200 mean=.9)rnorm(200 mean=1)rnorm(200 mean=.2)rnorm(200 ...,r; plot; ggplot2,5662,29; 106; 181,1,Jan 31 '13 at 10:17,http://stackoverflow.com/questions/14623348/how-to-use-facet-to-create-multiple-density-plot-in-ggplot,/questions/14623348/how-to-use-facet-to-create-multiple-density-plot-in-ggplot,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=50&sort=newest&pagesize=50|,927,2,http://stackoverflow.com/questions/tagged/r?page=50&sort=newest&pagesize=50,1,1,reordering rows in a dataframe according to the order of rows in another dataframe,I am a new R user and new to StackOverflow. I will do my best to ask my question concisely and explicitly and my apologies if it is not communicated in the best way. I am working with two ...,r; data.frame; order; rows,13,3,31,Dec 8 '14 at 16:46,http://stackoverflow.com/questions/27362718/reordering-rows-in-a-dataframe-according-to-the-order-of-rows-in-another-datafra,/questions/27362718/reordering-rows-in-a-dataframe-according-to-the-order-of-rows-in-another-datafra,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=90&sort=newest&pagesize=50|,977,2,http://stackoverflow.com/questions/tagged/r?page=90&sort=newest&pagesize=50,2,0,Unexpected output in R with modulus operator [duplicate],((10*(7655.7-7652.3))%/%(2)) [1] 16 ((10*(655.7-652.3))%/%(2)) [1] 17 ((10*(7655.7-7652.3))%/%(2)) [1] 16 ((10*(8655.7-8652.3))%/%(2)) [1] 17 ((10*(9655.7-9652.3))%/%(2)) [1] 17 ...,r; floating-accuracy; floating-point-precision; modulus; arithmetic-expressions,24,4,27,Nov 19 '14 at 8:47,http://stackoverflow.com/questions/27012408/unexpected-output-in-r-with-modulus-operator,/questions/27012408/unexpected-output-in-r-with-modulus-operator,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=6&sort=newest&pagesize=50|,1027,2,http://stackoverflow.com/questions/tagged/r?page=6&sort=newest&pagesize=50,0,0,Reusing a modified curl in multihandle / modifying curls after usage - rcurl,I am trying to scrape several thousand files from a government website using a limited set of curl settings. In fact I have a set of ten proxies which I would like to use in this process. I set them ...,r; curl; rcurl,194,1; 10,21,2 days ago,http://stackoverflow.com/questions/27799989/reusing-a-modified-curl-in-multihandle-modifying-curls-after-usage-rcurl,/questions/27799989/reusing-a-modified-curl-in-multihandle-modifying-curls-after-usage-rcurl,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=4&sort=newest&pagesize=50|,1077,2,http://stackoverflow.com/questions/tagged/r?page=4&sort=newest&pagesize=50,0,1,Set default plotting values in R,"I'm trying to set default parameters for the graphical plotting of functions. However whenever I assign a vector to col I get the error graphical parameter ""col"" has the wrong length. The code I'm ...",r; plot,4833,3; 14; 49,34,yesterday,http://stackoverflow.com/questions/27819940/set-default-plotting-values-in-r,/questions/27819940/set-default-plotting-values-in-r,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=5&sort=newest&pagesize=50|,1127,2,http://stackoverflow.com/questions/tagged/r?page=5&sort=newest&pagesize=50,0,1,Add horizontal error bars on a single point on a graph (R),"I have plotted a graph using plot(data.exoplanets$loga data.exoplanets$logMass ylab=""Log of Mass"" xlab=""Log of Semi Major Axis"") highlighted a single point using ...",css; r,1,,22,yesterday,http://stackoverflow.com/questions/27808165/add-horizontal-error-bars-on-a-single-point-on-a-graph-r,/questions/27808165/add-horizontal-error-bars-on-a-single-point-on-a-graph-r,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=700&sort=newest&pagesize=50|,1177,2,http://stackoverflow.com/questions/tagged/r?page=700&sort=newest&pagesize=50,0,1,R check for duplicates then divide one column with another,I have a dataframe. 1 2 3 A 1 100 45 B 1 100 30 C 2 80 20 First off I want to find the duplicate elements in the rows (for A and B 1 = 1). After that I want R to ...,r; duplicates; dataframes,27,8,43,Dec 11 '13 at 22:56,http://stackoverflow.com/questions/20531686/r-check-for-duplicates-then-divide-one-column-with-another,/questions/20531686/r-check-for-duplicates-then-divide-one-column-with-another,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=600&sort=newest&pagesize=50|,1227,2,http://stackoverflow.com/questions/tagged/r?page=600&sort=newest&pagesize=50,0,1,Time Series Decomposition of weekly data,I am totally new to R and have just started using it. I have three years of weekly data. I want to decompose this time series data into trend seasonal and other components. I have following doubts: ...,r; statistics; time-series,12,5,326,Feb 16 '14 at 18:48,http://stackoverflow.com/questions/21815802/time-series-decomposition-of-weekly-data,/questions/21815802/time-series-decomposition-of-weekly-data,
